id,text,label_list,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
170,baru pertama kali kesini memuaskan harga terjangkau dan pilihan banyak bakal jadi langganan kedepannya,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
171,warna luntur setelah dicuci,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
172,alhamdulillah bahan nyaman dan bagus the best pokoknya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
173,aaaaaa bagusss polll bahannya lembut pokoknya suka dehh next bakal order lg terimakasi zanostore,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
174,bajunyaa bagus bgttt temanku sukaa sekali sama kualitasnyaa tapi di badannya masih terlalu besar padahal yg diambil ujuran s looo tapi gpp katanyaa,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
175,store lengkap pelayanan ramah,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
176,senang banget belanja disini banyak pilihan outfitnya,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
177,jaitannya g rapih bnang bnang nya kluar kluar,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
178,adem kainnya oke lah,PRODUCT_POSITIVE|PRODUCT_NEUTRAL,1,0,1,0,0,0,0,0,0,0,0,0,0
179,bahan bagus enak pas di pake cuma mines di packaging kurang kerasa premium aja isinya plastik bening biasa gaada tambahan gituu ucapan atau sticker tpi overall suka,PRODUCT_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,0,1,0,0,0,0,0
180,so far so good lah,PRODUCT_NEUTRAL,0,0,1,0,0,0,0,0,0,0,0,0,0
181,jrlas bagus lah tenue,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
182,pelayanan ramah baju bagus bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
183,bajunya bagus dan lucu,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
184,bagus bangettt bahannya enak bener bener adem yaampun ekspektasi aku bahannya biasa aja dengan harga segitu ternyata lembut banget kaya bukan 140 recomended,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
185,suka banget sama baju baju dari shopinkae pilihannya banyak dan bervariasi jadi bingung mau ambil yang mana kemarin ke store nya tempatnya nyaman banget,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
186,bb 83 tinggi 169 agak kebesaran,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
187,koleksinya lucu dan mbaknya helpful,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
188,great place,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
189,urusan pakaian sini sih bestnya langganansemua ukuran adabranded pupa,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
190,bahan bagus jahitan rapi enak dan nyaman dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
191,up to date banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
192,baru kali ini sih punya kaos berbahan katun bangkok keren sih design original bakal belanja lg nunggu flash sale,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
193,koleksi bajunya bagus banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
194,barang nya bagus mntap nanti saya beli lagi kalau lebaran taun depan masih diberi kesehatan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
195,the best untuk zano,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
196,good ssevice dan nyaman lengkap harga bersaing,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
197,bagus warna sesuai kepanjangan dikit,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
198,kualitasnya tidak bs dibilang bagus standar bahan panas dan beberapa benang tidak rapi,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
199,kualitas produk tidak sesuai dengan foto mana bahannya tipis dan kegedean,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
200,harganya muraaaaaaah meriaaaaaaaaaah kasir ramah tempat ganti banyaaak baju dikelompokkan menurut warna jadi enak milihnya,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
201,udah tau hos dari lama dulu beberapa kali beli di kotabaru kemarin coba ke cabang barunya di wirobrajan untuk bajunya cukup bagus dari warna kemudian modelnya bahannya jg oke harganya juga oke bgt di wirobrajan ini design tokonya oke bgt ga begitu luas tapi nyaman yang bikin agak risih pegawainya kemarin ketika saya beli kebetulan toko sedang sepi hanya ada saya teman saya dan beberapa karyawan begitu saya masuk karyawannya langsung mbuntutin dan ngeliatin saya sm temen saya dengan tatapan yg bikin ga nyaman pas temen saya ke pojok depan saya liat karyawannya ngikutin temen saya ke sana setiap gerak geril saya temen saya betul2 diliat dengan seksama jujur saya risih banget mereka juga terlihat saling kontak mata untuk kerjasama memantau saya dan teman saya jujur risih banget saya tau mungkin itu bentuk kehati2an akan adanya pencurian tapi saya rasa itu berlebihan mengingat kalian punya cctv dan alat pendeteksi barang di deket pintu masuk apakah harus bgt segitu jelinya mantau pembelinya jujur ga nyaman dan risih bangett cara kalian ngawasin dan ngeliatin kami udh berasa kami mau maling rasanya udh pengen langsung bayar dan keluar ajaa kedepannya tolong diperbaiki lebih ramah lagi misal mau ngawasin ya silahkan tp tetep jaga kenyamanan customernya customernya 2 yg ngawasin 5 berasa baru ujian nasional jujur semoga next kesana udh lebih baik lagi deh ya,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE|PLACE_NEGATIVE,1,0,0,1,0,0,1,1,0,0,0,0,0
202,mantap beli disinitmpt bagus bersih harga terjangkau dan baju model terkinijgn ragu dtng ke sini,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
203,keren bb 70 tb 172 pake m,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
204,bahan sangat ok dengan harga murah,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
205,pelayanan ramah barang lengkap dan harga terjangkau belanja di zano store selalu puas recommended,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
206,barangnya cakep2 berbagai macem krudung ada bajunya juga bagus2 kalo mau lebaran besok bisa nih kesini buat cari gamis,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
207,sama bahan bagus dah gk ada komplen cuman di jahitan kurang presisi di bagian lengan semoga kedepannya kualitas nya di tingkatkan lagi,PRODUCT_POSITIVE|PRODUCT_NEUTRAL,1,0,1,0,0,0,0,0,0,0,0,0,0
208,size 34 di saya bb 95 masih longgar best lahh,PRODUCT_NEUTRAL,0,0,1,0,0,0,0,0,0,0,0,0,0
209,bagus adem keren banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
210,gas ke store lengkap dan murah,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
211,bb 83 tinggi 169 agak kebesaran,PRODUCT_NEGATIVE|OUT_OF_TOPIC,0,1,0,0,0,0,0,0,0,0,0,0,1
212,kereennn cantik cantik semua koleksinya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
213,pelayanan baik baju lucu banyak promo harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE|PROMOTION_POSITIVE,1,0,0,1,0,0,1,0,0,1,0,0,0
214,product quality material tebal halus nyaman dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
215,pelayanan ramah tempatnya nyaman model bajunya bagus dan harga terjangkau pasti balik lagi sih ini,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
216,branded dg harga murceee gaes mantap,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
217,bajunya bagus dan pelayanan ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
218,the best bahan nya cocok buat sehari hari atau otw,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
219,rekomendasi tempat one stop shopping untuk cewecewe harganya terjangkau produknya up to date banget,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
220,bajunya cocok untuk semua usia tempat nyaman,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
221,tempatnya lebih luas yg disini daripada di kotabaru,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
222,bagus tebel dari yang di kira lembut bahannya 17860 pake size 34 ga ngatung pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
223,baik tapi saya ukuran xl di bahan nya aku kebesaran,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
224,barang nya sesuai dengan yg di sampaikan saat live semoga cocok,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
225,tempatnya estetik dan ramah harganya murah,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
226,bahannya lembut dan nyaman ukurannya pas di badan,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
227,kayak bahan utk hoodie celananya tapi lumayan lah,PRODUCT_NEUTRAL,0,0,1,0,0,0,0,0,0,0,0,0,0
228,bagusss banget next beli yang lain,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
229,bahan nya halus lembut tebal,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
230,proses pengiriman cepat dan barang sesuai dengan deskripsi mantap tenue,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
231,murah bajunya bagus tempat nyaman,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
232,mantap kualitas produk baik,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
233,product quality bahan bagus sesuai pict dan nyaman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
234,akhirnya buka store di jogja,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
235,bahannya nyaman dipake dan adem buat sy mau cek dulu klo dicuci gmn ketahanannya klo ok repeat order,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
236,bahan tebal adem pokoknya mantap cuma ini ada noda sedikit mudah2an bisa hilang,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
237,tidak memuaskan pengirimannya tidak seusai tanggal,PRODUCT_NEGATIVE|PLACE_NEGATIVE,0,1,0,0,0,0,0,1,0,0,0,0,0
238,sangat lengkap dan harga sangat affordable,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
239,produk bagus dan sesuai pesanan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
240,barang sdh sampai dengan selamatrespon pengiriman cepatkualitas barang sangat bagus,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
241,koleksinya lucu dan mbaknya helpful,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
242,bajunya bagus bagus tapi kurang nyaman dengan tukang parkirnya jadi malas belanja lagi,PRODUCT_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,0,1,0,0,0,0,0
243,bahan bagus ukuran sesuai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
244,tempat nyaman koleksi lucu harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
245,pelayanannya ramah tokonya aesthetic,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
246,ada sobek sedikit dibagian paha kiri,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
247,bajunya lucu dan murah berkualitas,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
248,product quality good quality bahan tebel panjang pas untuk tb 165an bb 4550 kg cakep nih brand lokal,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
249,rekomendasi sih buat baju baju yang luculucu dan buat baju main,PRODUCT_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,0,0,0,1,0,0,0
250,store hos yang baru ini interiornya bagus banget bikin nyaman waktu berbelanja koleksinya ngga perlu diragukan lagi karena kualitas dan harganya sangat worth it dan variasinya banyak sekali sering rilis series baru mbak yang jaga semuanya ramah ditanyain stok ini itu selalu menjawab dengan ramah tidak ada pandangan intimidasi atau apapun itu yang buruk sepengalamanku begitu ruang gantinya juga banyak tidak perlu khawatir antri,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
251,tempat belanja lengkap best pokoknya,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
252,jujur tempatnya minimalis tapi dalemnya aesthetic dan lucu baju bajunya ada diskon grand opening 99k lokasinya depan uny,PRODUCT_POSITIVE|PLACE_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,1,0,0,1,0,0,0
253,wah gw suka nih bahannya jauh lebih adem dibanding woodcutter untuk fit 1112 tapi masih masuk di badan gw yang gempal ini,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
254,baguss banget bahannya puas sedikit kebesaran di suami tapi masih aman lah karna oversize jugak kan modelnya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
255,rekomendasi banget tempatnya nyaman,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
256,kualitas produk pas cuma kepanjangan sedikit oke lah masih nyaman bahan enak halus,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
257,letak strategis pinggir jl kaliurang parkir cukup luas koleksi lengkap dari fashion aksesoris sepatu dan kosmetik dengan harga terjangkau standar prokes diterapkan ketika pengunjung mau masuk toko,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
258,kualitas bahan adem pengiriman cepat,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
259,bajunya lucu dan murah berkualitas,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
260,product quality good bahan tebal tapi adem jadi ga buat panas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
261,bajunya bagus bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
262,omg love baju celananya branded orii semuaa love sekebon harganya juga murceee bgttt wajib kesinii guyssss,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
263,barang sesuai dengan foto yang di tampilkan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
264,pelayanan ramah dan harganya terjangkau,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
265,kualitas produk overall bahannya bagus tapi sangat disayangkan kayaknya bagian qc kurang teliti bahan kayak begini harusnya sudah di reject dan kalo di cuci 1kali p,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
266,pelayanan memuaskan mbaknya ramah helpfull terus modelnya banyak dan bagus2 fittingnya cakep buat foto dan bersih bgt suka deh kalau kesana betah belanjanya,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
267,product quality perfect wah ini sh puas bgt sesuai yg g mauso far kaos oversize ter ok yg prnh g beli bahanny tebel kyk mahalandi pake di bdn jg jatohny pas tingg,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
268,sesuai nyaman untuk bb 45 i saranin pilih m,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
269,kualitas produk bahannya adem bb 90 pake uk 34 masih kebesaran overall bagus sih bahannya,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
270,saya salah ukuran kak,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
271,hyatt jakarta selatan jakarta dki jakarta joko widodo atau jokowi dan ahok akan pecat kepala dinas pendidikan kota yang terbuat,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
272,bahan top adem enak dipake jahitan oke pengiriman super cepet packing rapi nice banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
273,pelayanan ramah baju bagus bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
274,so far so good lah,PRODUCT_NEUTRAL,0,0,1,0,0,0,0,0,0,0,0,0,0
275,cakep cakep selalu langganan disini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
276,wah gw suka nih bahannya jauh lebih adem dibanding woodcutter untuk fit 1112 tapi masih masuk di badan gw yang gempal ini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
277,tempatnya nyaman dan bajunya lucu lucu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
278,kualitas produk sangan bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
279,barang bagus harga worth it untuk anak kos,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
280,tempatnya kerennnsegala outfit ada,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
281,celananya bagus keren tebel pokoknya sesuai harga mantep,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
282,bajunya bagus bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
283,good quality service nya bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
284,tebel bagus bangetharga sesuai kualitas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
285,omg love baju celananya branded orii semuaa love sekebon harganya juga murceee bgttt wajib kesinii guyssss,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
286,besttt poll pelayannnya mba mba nya super sabarrr dan ramah ngelayaninnya walopun aku minta tolong fotoin banyak baju soalnya beli online hihi super rekommended,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
287,toko online terbaikadminnya the best highly rekomen,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
288,pelayanan kurang ramah staff tidak informatif lebih nyaman beli online,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
289,keren sih tapi sayang kebesaran padahal udah ambil size yang paling kecil cuman tadi bingung aja pas di buka ada noda sedikit di barang nya tapi kualitas nya jangan di,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
290,oke datang sesuai tanggal,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
291,bahan tebal gak gerah look enak di lihat gak kecewa si sama produk dari onoma udah nyoba beli 4x baju oversize dari brand lain yang paling nyaman dan good looking di ono,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
292,bahannya adem tidak mudah kusut kualitas oke untuk harganya,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
293,bagus dan murah murah bangettt,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
294,tempat bersih koleksi rapi pelayanan ramah dan membantu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
295,udah sering ke sini lengkap kerudungnya terus ada ciput dan baju dalaman juga,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
296,pengiriman sulawesi selatan 4 hari bajunya tebal kainnya juga oke mantap lah pokoknya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
297,product quality best bahan bagus adem keliatan mahal,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
298,banyak pilihan baju staff ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
299,product quality bagus banget keliatan elegan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
300,storenya cantikk sekalii pegawai nya juga ramah dan membantu koleksi nya ada berbagai macam model warna cuma sayang untuk ukuran yang bigsize disini belum memadaii,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
301,murah dan kualitas bagusss bangettt selalu langganan,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
302,tempatnya bersih bgt cozy nyaman bgt belanja disini,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
303,kualitas produk y bgus lh ini hrg awl aja 300k tpi kayak nya yg hitam ini potensi ber serabut,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
304,suka deh sama model n warna nyaa soft bangett mana harganya juga oke padahal bahannya bagus,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
305,mantap barang nya rekomen,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
306,bahannya agak kurang kurang nyerap keringat jadi bajunya cepet bau,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
307,warna nya ga pekat berbulu jaitan kurang rapih,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
308,dekat lengkap murah ramah dan up to datesetiap ke jogjakarta pasti mampirhy toilet jauh dan kurang mumpuniterima kasih ya mba2 nya gesit informatif dan ramahsuwun,PRICE_POSITIVE|PLACE_POSITIVE|PLACE_NEGATIVE,0,0,0,1,0,0,1,1,0,0,0,0,0
309,kualitas produk bagus lumayan josjis,PRODUCT_POSITIVE|PRODUCT_NEUTRAL,1,0,1,0,0,0,0,0,0,0,0,0,0
310,product quality bahannya bagus bgt tb 170 bb 68 ukuran l,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
311,kualitas produk bahan sangat premium tebal dan halus tidak bikin gerah ga bikin kecewa deh sama barangnya lain waktu pasti order lagi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
312,bahan nya gak bagus mengecewakan bangat kaya bahan serba 35000,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
313,bagus cocok ke badan ikutin dari tabel ukuran hehe,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
314,kasir malam ini kurang informatif soal info member dan barang yg dibeli tidak dilipat dengan rapih harusnya pelayanan fashion mengedepankan kerapihan pada saat dibungkus,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
315,barang sesuai deskripsi iklam bahan cukup nyaman jahitan rapih rekomended seller,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
316,kalau cari kemeja yg relaxed ini bahannya bagus cutting dan finishing kemeja nya bagus buat referensi saya tb 175 bb 58,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
317,kualitas produk bagus bahannya nyaman poll,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
318,tempat nyaman pelayanan ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
319,sorry min bahannya tipis ga sesuai ekspektasi,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
320,bagus tebel sesuai harga rekomendet sih,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
321,produk lucu harga masih terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
322,bajunya bagus harga terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
323,bahan bagus pengiriman super cepat ukuran pas warna sedikit lebih gelap dibandingkan gambar,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
324,kualitas mantap bangettapi ukuran yg saya pesan tidak sesuai yg saya pesan kalo retur kelamaan lagi jadi saya pensil ulang ke tukang penjahit,PRODUCT_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,0,1,0,0,0,0,0
325,pertama pengiriman mantep banget 2 hari sampe kedua kemeja crema nya cakeppp banget sesuai dengan gambarnya bahannya apa lagi bagus banget tipis tapi gak yg tipis b,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
326,pas untuk aku tb 169 bb 62 bahannya juga nyaman,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
327,komplit dan ramah pegawai nya,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
328,banyak pilihan menarik,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
329,tidak memuaskan pengirimannya tidak seusai tanggal,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
330,barangnya bagus dan sampai dengan aman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
331,bajunya bagus bagus pelayanan ramah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
332,rekomendrd buat nyari baju kaos dan clana panjang ukuran bigsize walau gak banyak tapi tersedia dan harga nya jauh lebih murah daripada ksmo,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
333,bajunya bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
